Image,Education_URL,Title,Time Period,Author,Location
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP165163.jpg,https://www.metmuseum.org/art/collection/search/247006,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP370294.jpg,https://www.metmuseum.org/art/collection/search/544505,Ceiling Fragment Depicting Pigeons in Flight,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/41.100.8.jpg,https://www.metmuseum.org/art/collection/search/437016,Madonna and Child Enthroned,Master of the Magdalen,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/md/mobile-large/DT5343.jpg,https://www.metmuseum.org/art/collection/search/474236,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/2014_515_O_sf.jpg,https://www.metmuseum.org/art/collection/search/655752,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP335604.jpg,https://www.metmuseum.org/art/collection/search/39806,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP333085.jpg,https://www.metmuseum.org/art/collection/search/657683,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-19715-001.jpg,https://www.metmuseum.org/art/collection/search/816523,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-18885-001.jpg,https://www.metmuseum.org/art/collection/search/436820,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2100.jpg,https://www.metmuseum.org/art/collection/search/11287,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-29793-001.jpg,https://www.metmuseum.org/art/collection/search/898372,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1927.jpg,https://www.metmuseum.org/art/collection/search/438009,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap1970.123.1.jpg,https://www.metmuseum.org/art/collection/search/11800,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT264804.jpg,https://www.metmuseum.org/art/collection/search/11227,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP161209.jpg,https://www.metmuseum.org/art/collection/search/11934,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-19776-001.jpg,https://www.metmuseum.org/art/collection/search/816514,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP146492.jpg,https://www.metmuseum.org/art/collection/search/437405,A Young Woman as a Shepherdess,Govert Flinck,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP236127.jpg,https://www.metmuseum.org/art/collection/search/488496,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap1977.342.2.jpg,https://www.metmuseum.org/art/collection/search/11209,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP169566.jpg,https://www.metmuseum.org/art/collection/search/437852,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2061.jpg,https://www.metmuseum.org/art/collection/search/11761,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP105669.jpg,https://www.metmuseum.org/art/collection/search/14478,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP145906.jpg,https://www.metmuseum.org/art/collection/search/436675,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-25462-001.jpg,https://www.metmuseum.org/art/collection/search/436144,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1565.jpg,https://www.metmuseum.org/art/collection/search/436155,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap64.309.3.jpg,https://www.metmuseum.org/art/collection/search/11765,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP169378.jpg,https://www.metmuseum.org/art/collection/search/19226,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap29.85.jpg,https://www.metmuseum.org/art/collection/search/10085,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP276951.jpg,https://www.metmuseum.org/art/collection/search/11231,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/APS3540.jpg,https://www.metmuseum.org/art/collection/search/11312,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap98.16.jpg,https://www.metmuseum.org/art/collection/search/11233,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-25644-001.jpg,https://www.metmuseum.org/art/collection/search/484829,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap50.220.3.jpg,https://www.metmuseum.org/art/collection/search/11481,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT11612.jpg,https://www.metmuseum.org/art/collection/search/12693,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1952.jpg,https://www.metmuseum.org/art/collection/search/436449,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP-34499-001.jpg,https://www.metmuseum.org/art/collection/search/459108,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/LC-2020_30_1-001.jpg,https://www.metmuseum.org/art/collection/search/834263,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP103075.jpg,https://www.metmuseum.org/art/collection/search/438672,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP239559.jpg,https://www.metmuseum.org/art/collection/search/11088,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1864.jpg,https://www.metmuseum.org/art/collection/search/437309,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/DP169632.jpg,https://www.metmuseum.org/art/collection/search/196918,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP120785.jpg,https://www.metmuseum.org/art/collection/search/437398,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap46.67.83.jpg,https://www.metmuseum.org/art/collection/search/11774,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP259112.jpg,https://www.metmuseum.org/art/collection/search/435740,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap30.49.7.jpg,https://www.metmuseum.org/art/collection/search/13027,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP236136.jpg,https://www.metmuseum.org/art/collection/search/489813,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-21027-001.jpg,https://www.metmuseum.org/art/collection/search/436095,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569710,Plaque with the name of Menkheperre (Thutmose III) in connection with the temple of Sumenu,ca. 1479–1425 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.27_EGDP017172.jpg,https://www.metmuseum.org/art/collection/search/561531,Selket amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569879,Akhenaten (?) as Child Amulet,ca. 1390–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/551194,Amulet of King as Child,ca. 1353–1336 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556073,Amulet with crocodiles,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-10_130_2048_EGDP031482.jpg,https://www.metmuseum.org/art/collection/search/550914,Calf's Head Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/495841,Lydia Crocheting in the Garden,Mary Cassatt,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/576489,"Foundation Deposit, Temple of Nebwenenef",ca. 1279–1213 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/553895,"Plaque, Amenhotep II",ca. 1427–1400 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552828,"Amulet, Bes",664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/10.130.1986_front.jpg,https://www.metmuseum.org/art/collection/search/552600,Bes amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/24.218.2_EGDP019031.jpg,https://www.metmuseum.org/art/collection/search/550947,Miniature Headdress,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP278211.jpg,https://www.metmuseum.org/art/collection/search/550913,Taweret Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap15.30.66.jpg,https://www.metmuseum.org/art/collection/search/11062,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/554182,Scarab,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546854,Shen amulet,ca. 1750 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/25.3.169f_EGDP017213.jpg,https://www.metmuseum.org/art/collection/search/694162,Tit (Isis knot) from string of amulets,ca. 1070–945 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-07_228_91_EGDP033551.jpg,https://www.metmuseum.org/art/collection/search/543929,Miniature ointment jar,ca. 2465–2150 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/15.43.324_EGDP012573.jpg,https://www.metmuseum.org/art/collection/search/573393,Thoth Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/568478,Amulet seal,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT8828.jpg,https://www.metmuseum.org/art/collection/search/436056,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/572732,Papyrus column (wadj) amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DT6277_CRD.jpg,https://www.metmuseum.org/art/collection/search/40105,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555120,"Amulet, Wedjat eye, openwork",664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555301,Fragment of a plaque with a group of gods,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555836,"Necklace, amulets",ca. 2030–1640 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-18296-029.jpg,https://www.metmuseum.org/art/collection/search/437273,Saint John the Baptist; Saint Lucy,Perugino (Pietro di Cristoforo Vannucci),Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555372,Shu Amulet fragment,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP141474.jpg,https://www.metmuseum.org/art/collection/search/247008,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552938,Wedjat eye plaque amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/148781.jpg,https://www.metmuseum.org/art/collection/search/3965,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DT8831.jpg,https://www.metmuseum.org/art/collection/search/545213,Figure of a Baboon,664–525 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/559965,Duamutef Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-20593-001.jpg,https://www.metmuseum.org/art/collection/search/442183,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/573954,"Amulet, wedjat eye",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/566843,Wedjat eye amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552695,Ichneumon Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555395,Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556028,Tooth amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.15_EGDP017130.jpg,https://www.metmuseum.org/art/collection/search/553173,"Amulet, sheet gold, bracelet",664–380 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556020,Frog amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DT3032.jpg,https://www.metmuseum.org/art/collection/search/458983,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552225,Falcon in profile,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP147902.jpg,https://www.metmuseum.org/art/collection/search/437588,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.66_EGDP017166.jpg,https://www.metmuseum.org/art/collection/search/561570,Isis and Horus amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.160.jpg,https://www.metmuseum.org/art/collection/search/551222,Taweret Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560560,Shu Amulet Fragment,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-14311-001.jpg,https://www.metmuseum.org/art/collection/search/10933,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/21V_FIG3A3_2R3.jpg,https://www.metmuseum.org/art/collection/search/547761,Hatshepsut Wearing the khat Headdress,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-30206-003.jpg,https://www.metmuseum.org/art/collection/search/898960,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP280848.jpg,https://www.metmuseum.org/art/collection/search/436660,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/572730,Papyrus column (wadj) amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP354965.jpg,https://www.metmuseum.org/art/collection/search/437880,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/557202,Baboon (Cynocephalus) amulet,ca. 1981–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap67.55.162.jpg,https://www.metmuseum.org/art/collection/search/13358,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP324638.jpg,https://www.metmuseum.org/art/collection/search/638131,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546855,Amulet,ca. 1750 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP348979.jpg,https://www.metmuseum.org/art/collection/search/11290,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP155715.jpg,https://www.metmuseum.org/art/collection/search/436991,"Jan (1438/41–1516), First Count of Egmond; Magdalena, Countess of Egmond (1464–1538)",North Netherlandish Painter,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT7219.jpg,https://www.metmuseum.org/art/collection/search/435640,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/Wrightsman23.jpg,https://www.metmuseum.org/art/collection/search/438117,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP296527.jpg,https://www.metmuseum.org/art/collection/search/437744,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP130322.jpg,https://www.metmuseum.org/art/collection/search/435884,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap55.111.9.jpg,https://www.metmuseum.org/art/collection/search/10804,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP273105.jpg,https://www.metmuseum.org/art/collection/search/441933,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-21924-001.jpg,https://www.metmuseum.org/art/collection/search/769369,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP102893.jpg,https://www.metmuseum.org/art/collection/search/472323,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT7818.jpg,https://www.metmuseum.org/art/collection/search/483171,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT4335.jpg,https://www.metmuseum.org/art/collection/search/16345,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-1019-01.jpg,https://www.metmuseum.org/art/collection/search/436323,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP352819.jpg,https://www.metmuseum.org/art/collection/search/626692,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-23140-001.jpg,https://www.metmuseum.org/art/collection/search/841443,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP232030.jpg,https://www.metmuseum.org/art/collection/search/436241,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-17629-001.jpg,https://www.metmuseum.org/art/collection/search/435722,Portrait of a Man in Armor with Two Pages,Paris Bordon,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT381.jpg,https://www.metmuseum.org/art/collection/search/12543,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap05.36.jpg,https://www.metmuseum.org/art/collection/search/10375,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2829.jpg,https://www.metmuseum.org/art/collection/search/11112,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP161239.jpg,https://www.metmuseum.org/art/collection/search/19523,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap67.55.165.jpg,https://www.metmuseum.org/art/collection/search/11630,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT5509.jpg,https://www.metmuseum.org/art/collection/search/11080,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT4325.jpg,https://www.metmuseum.org/art/collection/search/487065,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap17.182.jpg,https://www.metmuseum.org/art/collection/search/11105,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2891.jpg,https://www.metmuseum.org/art/collection/search/11310,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-19711-001.jpg,https://www.metmuseum.org/art/collection/search/816624,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-29006-001.jpg,https://www.metmuseum.org/art/collection/search/12127,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT4167.jpg,https://www.metmuseum.org/art/collection/search/438023,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP155950.jpg,https://www.metmuseum.org/art/collection/search/10431,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP356133.jpg,https://www.metmuseum.org/art/collection/search/435888,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP161230.jpg,https://www.metmuseum.org/art/collection/search/19339,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/IA-HRCWJD.jpg,https://www.metmuseum.org/art/collection/search/826444,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT1545.jpg,https://www.metmuseum.org/art/collection/search/11130,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DT3158.jpg,https://www.metmuseum.org/art/collection/search/459127,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP169393.jpg,https://www.metmuseum.org/art/collection/search/436810,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap48.149.11.jpg,https://www.metmuseum.org/art/collection/search/10630,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-1244-001.jpg,https://www.metmuseum.org/art/collection/search/11635,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DT8964.jpg,https://www.metmuseum.org/art/collection/search/544072,Ibex,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.1095_front.nk.jpg,https://www.metmuseum.org/art/collection/search/571948,Nefer Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-09_180_2482_EGDP037298.jpg,https://www.metmuseum.org/art/collection/search/555429,Hathor head amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.173.jpg,https://www.metmuseum.org/art/collection/search/551489,Bes Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP142955.jpg,https://www.metmuseum.org/art/collection/search/546240,"Amulet, Ptah",664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-07_228_122_EGDP036765.jpg,https://www.metmuseum.org/art/collection/search/544407,"Design Amulet with Pierced Shank, Device of Squatting Child Facing Right",ca. 2100–2080 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP109484.jpg,https://www.metmuseum.org/art/collection/search/435848,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-89_2_357_EGDP031492.jpg,https://www.metmuseum.org/art/collection/search/550996,Sakhmet Amulet,664–525 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555342,Taweret Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT2010.jpg,https://www.metmuseum.org/art/collection/search/435981,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/M_2450.jpg,https://www.metmuseum.org/art/collection/search/555394,Maat Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-30_8_346_EGDP023564.jpg,https://www.metmuseum.org/art/collection/search/570361,Omphale figure,100 BC–300 AD,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT64.jpg,https://www.metmuseum.org/art/collection/search/11737,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP147592.jpg,https://www.metmuseum.org/art/collection/search/437914,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-07_228_121_EGDP036750.jpg,https://www.metmuseum.org/art/collection/search/544404,"Design Amulet with Loop on Back, Device with Dancing God, Hathor Symbol and Lion",ca. 2325–2150 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546434,Scarab Amulet,ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP-34502-001.jpg,https://www.metmuseum.org/art/collection/search/459115,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP-17093-001.jpg,https://www.metmuseum.org/art/collection/search/550994,Two-finger amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/558814,Hippopotamus head amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap1973.123.jpg,https://www.metmuseum.org/art/collection/search/13101,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/572742,Osiris Plumes Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560605,Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-2021_41_99_EGDP031937.jpg,https://www.metmuseum.org/art/collection/search/329877,Pataikos Amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552966,Uraeus Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/is/mobile-large/DP167067.jpg,https://www.metmuseum.org/art/collection/search/456949,,,Unknown Author,"40.7794, -73.9632"
